REF_ANSSI;CVE;CVSS_Score;CWE;EPSS_Score
CERTFR-2026-AVI-0761;CVE-2026-12442;;CWE-416;0.003600000
CERTFR-2026-AVI-0761;CVE-2026-12464;;CWE-416;0.002160000
CERTFR-2026-AVI-0761;CVE-2026-12450;;;0.002220000
CERTFR-2026-AVI-0761;CVE-2026-12447;;CWE-122;0.003870000
CERTFR-2026-AVI-0761;CVE-2026-12457;;;0.001910000
CERTFR-2026-AVI-0761;CVE-2026-12446;;;0.002250000
CERTFR-2026-AVI-0761;CVE-2026-12463;;;0.001610000
CERTFR-2026-AVI-0761;CVE-2026-12465;;CWE-20;0.002360000
CERTFR-2026-AVI-0761;CVE-2026-12469;;CWE-457;0.002150000
CERTFR-2026-AVI-0761;CVE-2026-12437;;CWE-416;0.002790000
CERTFR-2026-AVI-0761;CVE-2026-12440;;CWE-416;0.003000000
CERTFR-2026-AVI-0761;CVE-2026-12444;;CWE-125;0.001330000
CERTFR-2026-AVI-0761;CVE-2026-12453;;CWE-20;0.001750000
CERTFR-2026-AVI-0761;CVE-2026-12443;;CWE-416;0.004990000
CERTFR-2026-AVI-0761;CVE-2026-12460;;;0.001490000
CERTFR-2026-AVI-0761;CVE-2026-12449;;CWE-416;0.001270000
CERTFR-2026-AVI-0761;CVE-2026-12451;;CWE-416;0.002170000
CERTFR-2026-AVI-0761;CVE-2026-12462;;CWE-416;0.002630000
CERTFR-2026-AVI-0761;CVE-2026-12458;;;0.001850000
CERTFR-2026-AVI-0761;CVE-2026-12445;;CWE-416;0.001980000
CERTFR-2026-AVI-0761;CVE-2026-12466;;CWE-122;0.003950000
CERTFR-2026-AVI-0761;CVE-2026-12438;;;0.002600000
CERTFR-2026-AVI-0761;CVE-2026-12459;;;0.001760000
CERTFR-2026-AVI-0761;CVE-2026-12452;;CWE-416;0.002380000
CERTFR-2026-AVI-0761;CVE-2026-12448;;;0.002380000
CERTFR-2026-AVI-0761;CVE-2026-12441;;CWE-416;0.002800000
CERTFR-2026-AVI-0761;CVE-2026-12468;;;0.001780000
CERTFR-2026-AVI-0761;CVE-2026-12456;;CWE-20;0.001340000
CERTFR-2026-AVI-0762;CVE-2026-44083;8.7;CWE-639;0.004490000
CERTFR-2026-AVI-0762;CVE-2026-26237;6.6;CWE-862;0.002830000
CERTFR-2026-AVI-0762;CVE-2025-66280;5.1;CWE-190;0.003310000
CERTFR-2026-AVI-0762;CVE-2026-22899;1.3;CWE-476;0.002800000
CERTFR-2026-AVI-0762;CVE-2025-59382;1.2;CWE-472;0.002530000
CERTFR-2026-AVI-0762;CVE-2025-62858;5.1;CWE-121;0.003040000
CERTFR-2026-AVI-0762;CVE-2026-26240;1.3;CWE-121;0.003180000
CERTFR-2026-AVI-0762;CVE-2025-66279;8.6;CWE-78;0.009650000
CERTFR-2026-AVI-0762;CVE-2025-68405;;;
CERTFR-2026-AVI-0762;CVE-2026-24724;6.2;CWE-863;0.002590000
CERTFR-2026-AVI-0762;CVE-2026-22893;8.6;CWE-78;0.009650000
CERTFR-2026-AVI-0762;CVE-2026-24720;1.3;CWE-770;0.002800000
CERTFR-2026-AVI-0762;CVE-2026-26239;6.3;CWE-121;0.002920000
CERTFR-2026-AVI-0762;CVE-2026-26241;1.3;CWE-121;0.003180000
CERTFR-2026-AVI-0762;CVE-2025-66273;8.6;CWE-78;0.009650000
CERTFR-2026-AVI-0762;CVE-2026-26236;6.6;CWE-862;0.002830000
CERTFR-2026-AVI-0762;CVE-2025-62851;4.6;CWE-22;0.002460000
CERTFR-2026-AVI-0762;CVE-2025-66281;6.9;CWE-476;0.003340000
CERTFR-2026-AVI-0763;CVE-2026-10831;6.9;CWE-862;0.002920000
CERTFR-2026-AVI-0764;CVE-2026-12324;;;0.002090000
CERTFR-2026-AVI-0764;CVE-2026-12318;;;0.002060000
CERTFR-2026-AVI-0764;CVE-2026-53899;;;0.000960000
CERTFR-2026-AVI-0764;CVE-2026-12299;;;0.002140000
CERTFR-2026-AVI-0764;CVE-2026-12300;;;0.002520000
CERTFR-2026-AVI-0764;CVE-2026-12297;;;0.001560000
CERTFR-2026-AVI-0764;CVE-2026-12308;;;0.002610000
CERTFR-2026-AVI-0764;CVE-2026-12322;;;0.001650000
CERTFR-2026-AVI-0764;CVE-2026-12320;;;0.001790000
CERTFR-2026-AVI-0764;CVE-2026-12304;;;0.001730000
CERTFR-2026-AVI-0764;CVE-2026-12315;;;0.002510000
CERTFR-2026-AVI-0764;CVE-2026-12314;;;0.002520000
CERTFR-2026-AVI-0764;CVE-2026-12301;;;0.002520000
CERTFR-2026-AVI-0764;CVE-2026-12328;;;0.003040000
CERTFR-2026-AVI-0764;CVE-2026-12326;;;0.002890000
CERTFR-2026-AVI-0764;CVE-2026-12305;;;0.003740000
CERTFR-2026-AVI-0764;CVE-2026-12289;;;0.003160000
CERTFR-2026-AVI-0764;CVE-2026-12309;;;0.002350000
CERTFR-2026-AVI-0764;CVE-2026-12321;;;0.001590000
CERTFR-2026-AVI-0764;CVE-2026-12323;;;0.001680000
CERTFR-2026-AVI-0764;CVE-2026-12290;;;0.002940000
CERTFR-2026-AVI-0764;CVE-2026-12295;;;0.001560000
CERTFR-2026-AVI-0764;CVE-2026-12330;;;0.001640000
CERTFR-2026-AVI-0764;CVE-2026-12312;;;0.002520000
CERTFR-2026-AVI-0764;CVE-2026-12306;;;0.002610000
CERTFR-2026-AVI-0764;CVE-2026-12310;;;0.002520000
CERTFR-2026-AVI-0764;CVE-2026-12303;;;0.002220000
CERTFR-2026-AVI-0764;CVE-2026-12311;;;0.001850000
CERTFR-2026-AVI-0764;CVE-2026-12293;;;0.003650000
CERTFR-2026-AVI-0764;CVE-2026-12296;;;0.001520000
CERTFR-2026-AVI-0764;CVE-2026-12329;;;0.002510000
CERTFR-2026-AVI-0764;CVE-2026-12327;;;0.002890000
CERTFR-2026-AVI-0764;CVE-2026-12294;;;0.001560000
CERTFR-2026-AVI-0764;CVE-2026-12313;;;0.001750000
CERTFR-2026-AVI-0764;CVE-2026-12298;;;0.002040000
CERTFR-2026-AVI-0764;CVE-2026-12316;;;0.002450000
CERTFR-2026-AVI-0764;CVE-2026-12291;;;0.001560000
CERTFR-2026-AVI-0764;CVE-2026-53900;;;0.001000000
CERTFR-2026-AVI-0764;CVE-2026-12325;;;0.002270000
CERTFR-2026-AVI-0764;CVE-2026-12307;;;0.002610000
CERTFR-2026-AVI-0764;CVE-2026-12302;;;0.002480000
CERTFR-2026-AVI-0764;CVE-2026-12319;;;0.002100000
CERTFR-2026-AVI-0764;CVE-2026-12317;;;0.002880000
CERTFR-2026-AVI-0764;CVE-2026-12292;;;0.001520000
CERTFR-2026-AVI-0765;CVE-2026-46862;;;0.004600000
CERTFR-2026-AVI-0765;CVE-2026-46860;;;0.005220000
CERTFR-2026-AVI-0765;CVE-2026-46869;;;0.001740000
CERTFR-2026-AVI-0765;CVE-2026-46863;;;0.004600000
CERTFR-2026-AVI-0765;CVE-2026-46870;;;0.003010000
CERTFR-2026-AVI-0765;CVE-2026-46861;;;0.003500000
CERTFR-2026-AVI-0765;CVE-2026-46871;;;0.003260000
CERTFR-2026-AVI-0765;CVE-2026-46850;;;0.004830000
CERTFR-2026-AVI-0766;CVE-2026-46979;;;0.003610000
CERTFR-2026-AVI-0766;CVE-2026-46851;;;0.004360000
CERTFR-2026-AVI-0766;CVE-2026-35288;;;0.001660000
CERTFR-2026-AVI-0766;CVE-2026-46849;;;0.003620000
CERTFR-2026-AVI-0766;CVE-2026-35276;;;0.004150000
CERTFR-2026-AVI-0766;CVE-2026-35289;;;0.003870000
CERTFR-2026-AVI-0766;CVE-2026-35272;;;0.001730000
CERTFR-2026-AVI-0766;CVE-2026-35271;;;0.003230000
CERTFR-2026-AVI-0766;CVE-2026-35274;;;0.003730000
CERTFR-2026-AVI-0766;CVE-2026-35278;;;0.005370000
CERTFR-2026-AVI-0766;CVE-2026-35279;;;0.003730000
CERTFR-2026-AVI-0767;CVE-2026-35233;;;0.001080000
CERTFR-2026-AVI-0767;CVE-2026-46914;;;0.001350000
CERTFR-2026-AVI-0767;CVE-2026-46978;;;0.003770000
CERTFR-2026-AVI-0768;CVE-2026-46816;;;0.001540000
CERTFR-2026-AVI-0768;CVE-2026-46877;;;0.001470000
CERTFR-2026-AVI-0768;CVE-2026-46825;;;0.001450000
CERTFR-2026-AVI-0768;CVE-2026-46768;;;0.001430000
CERTFR-2026-AVI-0768;CVE-2026-46974;;;0.001200000
CERTFR-2026-AVI-0768;CVE-2026-35275;;;0.001070000
CERTFR-2026-AVI-0768;CVE-2026-46815;;;0.001540000
CERTFR-2026-AVI-0768;CVE-2026-46874;;;0.001470000
CERTFR-2026-AVI-0768;CVE-2026-46977;;;0.001470000
CERTFR-2026-AVI-0768;CVE-2026-46873;;;0.001200000
CERTFR-2026-AVI-0769;CVE-2026-35300;;;0.005250000
CERTFR-2026-AVI-0769;CVE-2026-35302;;;0.002860000
CERTFR-2026-AVI-0769;CVE-2026-35298;;;0.004300000
CERTFR-2026-AVI-0769;CVE-2026-46848;;;0.001530000
CERTFR-2026-AVI-0769;CVE-2026-35303;;;0.003890000
CERTFR-2026-AVI-0769;CVE-2026-35291;;;0.003330000
CERTFR-2026-AVI-0769;CVE-2026-35299;;;0.003890000
CERTFR-2026-AVI-0769;CVE-2026-35258;;;0.003150000
CERTFR-2026-AVI-0769;CVE-2026-35301;;;0.004500000
CERTFR-2026-AVI-0769;CVE-2026-35292;;;0.004500000
CERTFR-2026-AVI-0769;CVE-2026-35263;;;0.003070000
CERTFR-2026-AVI-0769;CVE-2026-35259;;;0.003950000
CERTFR-2026-AVI-0769;CVE-2026-35311;;;0.003890000
CERTFR-2026-AVI-0771;CVE-2026-55803;;;
CERTFR-2026-AVI-0771;CVE-2026-55807;;;
CERTFR-2026-AVI-0771;CVE-2026-55808;;;
CERTFR-2026-AVI-0771;CVE-2026-55804;;;
CERTFR-2026-AVI-0771;CVE-2026-55806;;;
CERTFR-2026-AVI-0772;CVE-2026-20190;;CWE-285;0.003710000
CERTFR-2026-AVI-0772;CVE-2026-20181;;CWE-22;0.005720000
CERTFR-2026-AVI-0773;CVE-2026-33871;8.7;CWE-770;0.006040000
CERTFR-2026-AVI-0773;CVE-2026-43515;;CWE-285;0.004140000
CERTFR-2026-AVI-0773;CVE-2026-42211;;CWE-502;0.003740000
CERTFR-2026-AVI-0773;CVE-2026-34486;;CWE-311;0.018950000
CERTFR-2026-AVI-0773;CVE-2026-33870;;CWE-444;0.004400000
CERTFR-2026-AVI-0773;CVE-2026-42585;;CWE-444;0.002390000
CERTFR-2026-AVI-0773;CVE-2026-42584;;CWE-444;0.003190000
CERTFR-2026-AVI-0773;CVE-2026-41284;;CWE-770;0.007800000
CERTFR-2026-AVI-0773;CVE-2026-45149;;CWE-400;0.002030000
CERTFR-2026-AVI-0773;CVE-2026-42033;;CWE-1321;0.003670000
CERTFR-2026-AVI-0773;CVE-2026-42035;;CWE-113;0.003510000
CERTFR-2026-AVI-0773;CVE-2026-44495;;CWE-94;0.003160000
CERTFR-2026-AVI-0773;CVE-2026-42043;;CWE-183;0.003940000
CERTFR-2026-AVI-0773;CVE-2026-40175;;CWE-113;0.005970000
CERTFR-2026-AVI-0773;CVE-2026-27903;;CWE-407;0.004990000
CERTFR-2026-AVI-0773;CVE-2026-34487;;CWE-532;0.004470000
CERTFR-2026-AVI-0773;CVE-2021-3803;;CWE-1333;0.019970000
CERTFR-2026-AVI-0773;CVE-2026-42038;;CWE-918;0.002900000
CERTFR-2026-AVI-0773;CVE-2026-42583;;CWE-400;0.004130000
CERTFR-2026-AVI-0773;CVE-2026-43513;;CWE-178;0.004670000
CERTFR-2026-AVI-0773;CVE-2026-29129;;;0.002400000
CERTFR-2026-AVI-0773;CVE-2026-42587;;CWE-400;0.005250000
CERTFR-2026-AVI-0773;CVE-2026-42342;;CWE-400;0.002630000
CERTFR-2026-AVI-0773;CVE-2026-26996;8.7;CWE-1333;0.005000000
CERTFR-2026-AVI-0773;CVE-2026-42264;;CWE-1321;0.004140000
CERTFR-2026-AVI-0773;CVE-2026-45736;;CWE-908;0.004730000
CERTFR-2026-AVI-0773;CVE-2026-43512;;CWE-592;0.005590000
CERTFR-2026-AVI-0773;CVE-2026-42579;;CWE-20;0.004180000
CERTFR-2026-AVI-0773;CVE-2026-42498;;CWE-200;0.005480000
CERTFR-2026-AVI-0773;CVE-2026-27904;;CWE-1333;0.004550000
CERTFR-2026-AVI-0773;CVE-2026-34077;;CWE-770;0.002580000
CERTFR-2026-AVI-0773;CVE-2026-41293;;CWE-20;0.006410000
CERTFR-2026-AVI-0774;CVE-2026-20265;;CWE-1188;0.002010000
CERTFR-2026-AVI-0774;CVE-2026-20266;;CWE-78;0.004540000
CERTFR-2026-AVI-0775;CVE-2026-42055;;CWE-122;0.006360000
CERTFR-2026-AVI-0775;CVE-2026-48142;;CWE-125;0.003680000
CERTFR-2026-AVI-0775;CVE-2026-42530;;CWE-416;0.007550000
CERTFR-2026-AVI-0776;CVE-2026-49975;;CWE-789;0.013130000
CERTFR-2026-AVI-0778;CVE-2026-0071;10.0;;0.001550000
CERTFR-2026-AVI-0778;CVE-2026-0068;10.0;;0.001230000
CERTFR-2026-AVI-0778;CVE-2026-0063;10.0;;0.001550000
CERTFR-2026-AVI-0778;CVE-2026-0081;10.0;;0.001480000
CERTFR-2026-AVI-0778;CVE-2023-40108;;;0.000820000
CERTFR-2026-AVI-0778;CVE-2025-48571;;;0.001910000
CERTFR-2026-AVI-0778;CVE-2025-48640;;;0.001180000
CERTFR-2026-AVI-0778;CVE-2022-25837;;;0.003530000
CERTFR-2026-AVI-0778;CVE-2023-40132;;;0.000840000
CERTFR-2026-AVI-0778;CVE-2025-48643;;;0.000840000
CERTFR-2026-AVI-0778;CVE-2026-0057;;;0.000800000
CERTFR-2026-AVI-0778;CVE-2026-28576;10.0;;0.001480000
CERTFR-2026-AVI-0778;CVE-2026-0064;10.0;;0.001480000
CERTFR-2026-AVI-0778;CVE-2026-28615;10.0;;0.001490000
CERTFR-2026-AVI-0778;CVE-2026-28587;10.0;;0.001390000
CERTFR-2026-AVI-0778;CVE-2022-25836;;;0.003530000
CERTFR-2026-AVI-0778;CVE-2026-0082;10.0;;0.001650000
CERTFR-2026-AVI-0778;CVE-2026-28575;10.0;;0.001480000
CERTFR-2026-AVI-0778;CVE-2026-0019;;;0.000800000
CERTFR-2026-AVI-0778;CVE-2025-48617;;;0.000770000
CERTFR-2026-AVI-0778;CVE-2026-0092;10.0;;0.002180000
CERTFR-2026-AVI-0778;CVE-2026-0083;10.0;;0.001210000
CERTFR-2023-ALE-007;CVE-2023-37580;;;0.590410000
CERTFR-2023-ALE-008;CVE-2023-3519;;CWE-94;0.993430000
CERTFR-2023-ALE-010;CVE-2023-42118;;CWE-191;0.514740000
CERTFR-2023-ALE-010;CVE-2023-42116;;CWE-121;0.031580000
CERTFR-2023-ALE-010;CVE-2023-42115;;CWE-787;0.100420000
CERTFR-2023-ALE-010;CVE-2023-42117;;CWE-138;0.056730000
CERTFR-2023-ALE-010;CVE-2023-42119;;CWE-125;0.015930000
CERTFR-2023-ALE-010;CVE-2023-42114;;CWE-125;0.280840000
CERTFR-2023-ALE-011;CVE-2023-20198;;CWE-420;0.995710000
CERTFR-2023-ALE-011;CVE-2023-20273;;CWE-78;0.896340000
CERTFR-2023-ALE-012;CVE-2023-4966;;CWE-119;0.999990000
CERTFR-2023-ALE-013;CVE-2023-50164;;CWE-552;0.808190000
CERTFR-2024-ALE-001;CVE-2023-46805;;;0.999860000
CERTFR-2024-ALE-001;CVE-2024-21887;;;0.999990000
CERTFR-2024-ALE-001;CVE-2024-21893;;;0.999990000
CERTFR-2024-ALE-001;CVE-2024-21888;;;0.868060000
CERTFR-2024-ALE-001;CVE-2024-22024;;;0.947210000
CERTFR-2024-ALE-002;CVE-2024-0402;;CWE-22;0.033020000
CERTFR-2024-ALE-002;CVE-2023-7028;;CWE-640;0.949550000
CERTFR-2024-ALE-004;CVE-2024-21762;;CWE-787;0.808350000
CERTFR-2024-ALE-005;CVE-2024-21413;;CWE-20;0.946600000
CERTFR-2024-ALE-006;CVE-2024-3400;;CWE-77;0.999990000
CERTFR-2024-ALE-007;CVE-2024-20353;;CWE-835;0.632720000
CERTFR-2024-ALE-007;CVE-2024-20359;;CWE-94;0.168630000
CERTFR-2024-ALE-008;CVE-2024-24919;;CWE-200;0.999780000
CERTFR-2024-ALE-009;CVE-2024-6387;;CWE-364;0.995060000
CERTFR-2024-ALE-010;CVE-2024-42008;;;0.322650000
CERTFR-2024-ALE-010;CVE-2024-42009;;;0.828530000
CERTFR-2024-ALE-010;CVE-2024-42010;;;0.525290000
CERTFR-2024-ALE-011;CVE-2024-40766;;CWE-284;0.156940000
CERTFR-2024-ALE-012;CVE-2024-47176;;CWE-1327;0.622690000
CERTFR-2024-ALE-012;CVE-2024-47076;;CWE-20;0.834400000
CERTFR-2024-ALE-012;CVE-2024-47175;;CWE-20;0.730620000
CERTFR-2024-ALE-012;CVE-2024-47177;;;
CERTFR-2024-ALE-013;CVE-2024-8190;;CWE-78;0.889550000
CERTFR-2024-ALE-013;CVE-2024-8963;;CWE-22;0.984110000
CERTFR-2024-ALE-013;CVE-2024-9380;;CWE-77;0.629880000
CERTFR-2024-ALE-014;CVE-2024-47575;;CWE-306;0.965030000
CERTFR-2024-ALE-014;CVE-2024-50566;;CWE-78;0.010550000
CERTFR-2024-ALE-015;CVE-2024-0012;9.3;CWE-306;0.996980000
CERTFR-2024-ALE-015;CVE-2024-9474;6.9;CWE-78;0.947660000
CERTFR-2025-ALE-001;CVE-2025-0282;;CWE-121;0.999710000
CERTFR-2025-ALE-002;CVE-2024-55591;;CWE-288;0.982390000
CERTFR-2025-ALE-003;CVE-2025-22457;;CWE-121;0.999610000
CERTFR-2025-ALE-005;CVE-2025-31324;;CWE-434;0.993160000
CERTFR-2025-ALE-006;CVE-2025-32756;;CWE-121;0.301280000
CERTFR-2025-ALE-007;CVE-2025-4427;;CWE-288;0.995660000
CERTFR-2025-ALE-007;CVE-2025-4428;;CWE-94;0.869200000
CERTFR-2025-ALE-008;CVE-2025-49113;;CWE-502;0.891630000
CERTFR-2025-ALE-009;CVE-2025-6543;9.2;CWE-119;0.097560000
CERTFR-2025-ALE-009;CVE-2025-5777;9.3;CWE-125;0.998970000
CERTFR-2025-ALE-010;CVE-2025-53770;;CWE-502;0.999770000
CERTFR-2025-ALE-010;CVE-2025-53771;;CWE-287;0.998850000
CERTFR-2025-ALE-012;CVE-2025-7775;9.2;CWE-119;0.189730000
CERTFR-2025-ALE-013;CVE-2025-20333;;CWE-120;0.291970000
CERTFR-2025-ALE-013;CVE-2025-20362;;CWE-862;0.836810000
CERTFR-2025-ALE-014;CVE-2025-55182;;;0.995620000
CERTFR-2025-ALE-014;CVE-2025-66478;;;
CERTFR-2026-ALE-001;CVE-2026-1340;;CWE-94;0.820020000
CERTFR-2026-ALE-001;CVE-2026-1281;;CWE-94;0.812310000
CERTFR-2026-ALE-002;CVE-2026-20127;;CWE-287;0.481580000
CERTFR-2026-ALE-002;CVE-2022-20775;;CWE-25;0.124750000
CERTFR-2026-ALE-004;CVE-2025-53521;;CWE-121;0.022460000
CERTFR-2026-ALE-005;CVE-2026-42897;;CWE-79;0.025090000
